Dates ,DDH801 0         ,DuH801 0         ,FFH801 m/s       ,FuH801 m/s       ,PPH801 hPa       ,RHH801 %         ,RRH801 mm        ,T1H801 0C        ,T2H801 0C        ,T3H801 0C        ,T4H801 0C        ,T5H801 0C        ,T6H801 0C        ,VMH801 m/s       ,VuH801 m/s       
01/06/2000 02:00:00,200.5,,11.97,,1015.9,85,0,7.3,7.1,6.9,6.7,,6.1,11.97,
01/06/2000 02:30:00,198.5,,12.84,,1015.7,85,0,7.4,7.2,7,6.7,,6.1,12.85,
01/06/2000 03:00:00,200.2,,12.63,,1015.6,86,0,7.3,7,6.8,6.5,,5.9,12.64,
01/06/2000 03:30:00,204,,13.41,,1015.4,86,0,7.2,6.9,6.7,6.5,,6,13.42,
01/06/2000 04:00:00,201.5,,12.31,,1015.2,86,0,7.3,7,6.8,6.6,,5.9,12.32,
01/06/2000 04:30:00,,,,,,,,,,,,,,,
01/06/2000 05:00:00,198.6,,12.76,,1014.7,85,0,7.4,7.1,6.9,6.7,,6.1,12.77,
01/06/2000 05:30:00,199.4,,13.14,,1014.6,85,0,7.5,7.2,7,6.7,,6.2,13.14,
01/06/2000 06:00:00,197,,12.45,,1014.7,84,0,7.6,7.2,7,6.7,,6.1,12.45,
01/06/2000 06:30:00,199.9,,12.01,,1014.8,84,0,7.6,7.3,7.1,6.8,,6.2,12.02,
01/06/2000 07:00:00,197.9,,12.54,,1014.8,84,0,7.7,7.4,7.2,6.9,,6.3,12.54,
01/06/2000 07:30:00,199.2,,13.1,,1014.7,84,0,7.7,7.5,7.2,7,,6.5,13.11,
01/06/2000 08:00:00,198.8,,13.07,,1014.7,83,0,7.9,7.7,7.4,7.1,,6.6,13.07,
01/06/2000 08:30:00,198.4,,13.19,,1014.7,82,0,8,7.7,7.5,7.2,,6.7,13.19,
01/06/2000 09:00:00,197,,12.98,,1014.8,81,0,8.3,8,7.7,7.4,,7,12.99,
01/06/2000 09:30:00,197.5,,12.23,,1015,81,0,8.6,8.2,8,7.6,,7,12.23,
01/06/2000 10:00:00,197.8,,11.52,,1014.9,81,0,8.8,8.5,8.2,7.9,,7.2,11.53,
01/06/2000 10:30:00,201.1,,11.05,,1015,81,0,8.8,8.5,8.3,7.9,,7.3,11.06,
01/06/2000 11:00:00,203.4,,11.06,,1015,81,0,8.9,8.5,8.3,8,,7.4,11.07,
01/06/2000 11:30:00,206.8,,10.12,,1015.2,80,0,9.2,8.8,8.6,8.3,,7.6,10.14,
01/06/2000 12:00:00,208.4,,10.72,,1015,79,0,9.5,9.1,8.9,8.6,,7.9,10.73,
01/06/2000 12:30:00,210.6,,10.4,,1014.9,79,0,9.8,9.4,9.2,8.8,,8.1,10.41,
01/06/2000 13:00:00,211.6,,9.74,,1014.8,79,0,10,9.6,9.4,9.1,,8.4,9.76,
01/06/2000 13:30:00,214.3,,9.98,,1014.8,79,0,10,9.7,9.5,9.2,,8.4,9.99,
01/06/2000 14:00:00,216.3,,9.7,,1014.8,81,0,9.6,9.3,9.2,8.9,,8,9.7,
01/06/2000 14:30:00,217.2,,9.47,,1015,84,0,9.3,9,8.9,8.6,,7.6,9.47,
01/06/2000 15:00:00,222.7,,8.55,,1015.4,86,1.2,8.8,8.5,8.4,8.1,,7.3,8.55,
01/06/2000 15:30:00,230,,9.06,,1015.9,89,1,8.5,8.2,8.1,7.9,,7.2,9.08,
01/06/2000 16:00:00,223.5,,9.14,,1016,90,0,8.5,8.2,8.1,7.8,,7.1,9.15,
01/06/2000 16:30:00,216.3,,10.86,,1015.9,90,0,8.4,8.1,8,7.7,,7.1,10.9,
01/06/2000 17:00:00,214.1,,11.17,,1016.2,90,0,8.5,8.2,8,7.7,,7.1,11.18,
01/06/2000 17:30:00,222.5,,8.97,,1016.8,89,0,8.6,8.3,8.1,7.9,,7.2,9.1,
01/06/2000 18:00:00,228,,7.85,,1017.1,89,0,8.6,8.3,8.2,8,,7.3,7.86,
01/06/2000 18:30:00,226.7,,8.6,,1017.2,89,0,8.6,8.4,8.3,8.1,,7.4,8.6,
01/06/2000 19:00:00,232.7,,8.89,,1017.6,88,0,8.7,8.4,8.4,8.1,,7.5,8.9,
01/06/2000 19:30:00,231.6,,8.61,,1017.8,88,0,8.8,8.6,8.5,8.2,,7.6,8.63,
01/06/2000 20:00:00,234.6,,9.42,,1018,88,0,8.5,8.3,8.3,8.1,,7.5,9.43,
01/06/2000 20:30:00,235.6,,9.49,,1018.3,88,0,8.5,8.3,8.3,8.1,,7.5,9.49,
01/06/2000 21:00:00,236.6,,9.71,,1018.9,88,0,8.6,8.4,8.3,8.1,,7.5,9.72,
01/06/2000 21:30:00,233.5,,9,,1018.9,88,0,8.6,8.3,8.3,8,,7.4,9.01,
01/06/2000 22:00:00,238.2,,8.31,,1019.3,88,0,8.5,8.3,8.2,8,,7.3,8.33,
01/06/2000 22:30:00,240.7,,8.49,,1019.6,88,0,8.6,8.3,8.3,8.1,,7.3,8.5,
01/06/2000 23:00:00,244.8,,7.77,,1019.8,87,0,8.7,8.5,8.4,8.2,,7.5,7.78,
01/06/2000 23:30:00,238.9,,8.04,,1019.8,88,0,8.5,8.3,8.2,8,,7.3,8.05,
01/07/2000 00:00:00,242.5,,7.97,,1020,88,0,8.3,8.1,8.1,7.9,,7.2,7.98,
01/07/2000 00:30:00,239.3,,7.87,,1020.1,89,0,8,7.9,7.9,7.7,,7.1,7.87,
01/07/2000 01:00:00,242.9,,7.57,,1020.4,89,0,8.1,7.9,7.9,7.7,,7.1,7.58,
01/07/2000 01:30:00,244.4,,6.93,,1020.7,89,0,8.1,7.8,7.8,7.6,,6.9,6.94,
01/07/2000 02:00:00,249.6,,6.29,,1021,89,0,7.9,7.7,7.7,7.6,,6.9,6.31,
01/07/2000 02:30:00,243.3,,7.6,,1021.1,89,0,7.7,7.5,7.5,7.3,,6.7,7.62,
01/07/2000 03:00:00,240.9,,7.62,,1021.2,90,0,7.6,7.4,7.4,7.2,,6.6,7.62,
01/07/2000 03:30:00,,,,,,,,,,,,,,,
01/07/2000 04:00:00,230,,6.31,,1021.4,90,0,7.6,7.4,7.3,7.1,,6.4,6.32,
01/07/2000 04:30:00,231.5,,6.89,,1021.6,90,0,7.6,7.4,7.3,7,,6.3,6.91,
01/07/2000 05:00:00,237,,7.26,,1021.9,90,0,7.5,7.3,7.2,6.9,,6.2,7.27,
01/07/2000 05:30:00,233.2,,7.27,,1021.9,89,0,7.6,7.3,7.2,6.9,,6.1,7.29,
01/07/2000 06:00:00,230.9,,7.32,,1022.1,89,0,7.4,7.1,7,6.7,,5.9,7.34,
01/07/2000 06:30:00,228.4,,7.81,,1022.2,88,0,6.8,6.6,6.6,6.3,,5.6,7.82,
01/07/2000 07:00:00,225.7,,7.69,,1022.5,89,0,6.2,6,6,5.8,,5.3,7.7,
01/07/2000 07:30:00,224.7,,8.63,,1022.6,90,0,6,5.6,5.4,5.2,,5.1,8.64,
01/07/2000 08:00:00,222.2,,8.75,,1022.7,90,0,5.8,5.5,5.3,5.1,,4.9,8.75,
01/07/2000 08:30:00,221.9,,8.17,,1023,91,0,5.9,5.6,5.4,5.2,,4.7,8.18,
01/07/2000 09:00:00,221.3,,7.74,,1023.2,91,0,5.9,5.6,5.5,5.2,,4.5,7.75,
01/07/2000 09:30:00,224,,6.92,,1023.4,91,0,6,5.6,5.4,5.1,,4.4,6.93,
01/07/2000 10:00:00,225.4,,6.67,,1023.3,91,0,6,5.7,5.5,5.2,,4.6,6.69,
01/07/2000 10:30:00,220.7,,7.52,,1023.3,91,0,6.4,6,5.9,5.6,,4.8,7.54,
01/07/2000 11:00:00,211.4,,8.19,,1023,91,0,6.9,6.5,6.3,5.9,,5.2,8.22,
01/07/2000 11:30:00,201.4,,8.2,,1022.6,90,0,6.9,6.5,6.2,5.8,,5.1,8.23,
01/07/2000 12:00:00,206.2,,8.28,,1022.5,89,0,6.7,6.3,6.1,5.7,,5,8.3,
01/07/2000 12:30:00,208.7,,7.73,,1022,89,0,7.1,6.7,6.5,6.1,,5.3,7.74,
01/07/2000 13:00:00,211.2,,8.53,,1021.7,87,0,7.2,6.8,6.6,6.2,,5.4,8.54,
01/07/2000 13:30:00,212.5,,9.73,,1021.6,87,0,7.2,6.7,6.6,6.2,,5.3,9.74,
01/07/2000 14:00:00,208.8,,9.45,,1021.4,86,0,7.2,6.8,6.6,6.2,,5.4,9.47,
01/07/2000 14:30:00,205,,9.64,,1021.2,85,0,7.2,6.8,6.6,6.3,,5.5,9.67,
01/07/2000 15:00:00,205.6,,8.22,,1021.1,84,0,7.4,7,6.8,6.5,,5.7,8.24,
01/07/2000 15:30:00,205.7,,8.37,,1021,83,0,7.4,7,6.8,6.5,,5.7,8.38,
01/07/2000 16:00:00,212.2,,10.67,,1020.9,82,0,7.2,6.9,6.7,6.4,,5.5,10.7,
01/07/2000 16:30:00,213.5,,8.56,,1020.7,82,0,7,6.7,6.6,6.3,,5.4,8.59,
01/07/2000 17:00:00,219.4,,9.19,,1020.6,83,0,6.8,6.4,6.3,6,,5.2,9.21,
01/07/2000 17:30:00,212.3,,10.22,,1020.3,82,0,6.9,6.5,6.4,6.1,,5.3,10.23,
01/07/2000 18:00:00,213.3,,9.87,,1020.1,83,0,7,6.7,6.5,6.2,,5.3,9.88,
01/07/2000 18:30:00,205.5,,9.83,,1019.9,82,0,7.1,6.7,6.5,6.2,,5.4,9.85,
01/07/2000 19:00:00,202.1,,10.7,,1019.7,82,0,7,6.7,6.5,6.2,,5.4,10.71,
01/07/2000 19:30:00,199.3,,11.66,,1019.6,83,0,6.9,6.6,6.4,6.1,,5.2,11.66,
01/07/2000 20:00:00,199.1,,12.59,,1019.3,83,0,6.7,6.5,6.2,5.9,,5.2,12.6,
01/07/2000 20:30:00,200.4,,13.11,,1019.2,83,0,6.6,6.3,6.1,5.8,,5.1,13.12,
01/07/2000 21:00:00,203,,12.99,,1019,83,0,6.4,6.1,6,5.7,,5,13,
01/07/2000 21:30:00,204.6,,12.45,,1018.9,83,0,6.3,6,5.8,5.6,,4.9,12.45,
01/07/2000 22:00:00,205.2,,12.55,,1018.8,83,0,6.2,5.9,5.7,5.5,,4.8,12.55,
01/07/2000 22:30:00,202.8,,12.69,,1018.7,84,0,6.1,5.8,5.6,5.3,,4.7,12.7,
01/07/2000 23:00:00,204.3,,12.46,,1018.6,84,0,6.1,5.8,5.6,5.3,,4.7,12.46,
01/07/2000 23:30:00,204.2,,13.14,,1018.4,84,0,6.2,5.9,5.7,5.4,,4.8,13.14,
01/08/2000 00:00:00,204.5,,12.82,,1018.2,83,0,6.4,6,5.8,5.5,,4.8,12.83,
01/08/2000 00:30:00,206.5,,12.61,,1017.9,83,0,6.4,6.1,5.9,5.6,,4.8,12.62,
01/08/2000 01:00:00,205,,12,,1017.7,83,0,6.5,6.2,6,5.7,,4.9,12,
01/08/2000 01:30:00,203.3,,11.88,,1017.5,83,0,6.5,6.2,6,5.7,,4.9,11.89,
01/08/2000 02:00:00,203.1,,12.23,,1017.3,83,0,6.5,6.2,6,5.7,,4.9,12.24,
01/08/2000 02:30:00,,,,,,,,,,,,,,,
01/08/2000 03:00:00,205.3,,12.07,,1017.1,84,0,6.4,6.1,5.9,5.6,,4.8,12.07,
